CDC42BPA	32	0	0.1	4	23	0	14	0.2	16	0.9
CDC42BPB	134	2	0.2	4	1	22	7	19	42	1
CDC42BPG	1	1	1	12	6	0.1	1	0.8	0.2	7
CDC42EP1	110	0	0	0.1	0.2	0	0.2	19	0	0.1
CDC42EP2	37	4	3	6	6	4	5	2	3	5
CDC42EP3	26	2	5	2	3	36	201	17	18	4
CDC42EP3P1	0	0	0.4	1	0.3	0.4	0.1	0.1	0.1	0.5
CDC42EP4	37	0	0.1	3	0.5	0.9	7	5	0.9	9
CDC42EP5	0.5	0	0	0	0	0.7	0	0.1	2	0.2
CDC42P1	0	0	0	0	0	0	0.2	0.1	0	0.1
CDC42P3	0.2	0	0	0	0	0	0.1	0	0	0
CDC42P4	0.2	0.4	0.3	0	0.4	0.9	0.4	0	0	0.4
CDC42P5	0	0.4	0	0.6	0.2	0	0	0.1	0.3	0.1
CDC42P6	2	0.4	2	0.6	2	2	3	2	2	2
CDC42SE1	102	126	145	80	135	92	127	201	149	74
CDC42SE2	38	82	44	121	103	90	41	63	87	60
CDC45	75	67	100	89	166	112	76	82	78	76
CDC5L	97	63	71	47	74	88	31	53	61	41
CDC6	99	69	116	111	86	73	40	46	45	50
CDC7	34	66	44	38	110	53	27	39	31	46
CDC73	73	35	58	42	63	76	47	47	47	41
CDCA2	68	46	79	23	75	65	37	34	38	34
CDCA3	43	24	17	17	46	34	30	11	15	9
CDCA4	168	76	97	43	106	91	51	100	84	51
CDCA4P1	0.1	0.4	0	2	0.9	0	0.4	0.6	0.3	1
CDCA4P2	0	0	0	0	0.1	0	0	0	0	0
CDCA4P4	0.3	0.7	0	0.5	0.5	0.2	0.2	0.1	0	0
CDCA5	162	126	125	102	222	164	54	87	99	79
CDCA7	101	212	79	108	303	304	107	85	60	237
CDCA7L	101	78	64	45	134	122	70	48	106	157
CDCA8	308	212	188	126	223	249	96	124	128	93
CDCP1	130	0.1	0.1	0.1	0.2	0	0.1	0.4	12	0.3
CDCP2	0	0	0	0.1	0	0.1	0	0	0	0.1
CDH1	1	0	0.2	0.1	0.2	0.1	0.2	0.1	0.1	0.2
CDH10	0	0	0	1	0	0	0	0	0	0
CDH11	0	0	0	0	0.1	0	0.1	0.1	0	0.1
CDH12	0	0	0.2	0.1	0.1	0	0.2	0	0.1	0.1
CDH12P1	0	0	0	0	0.2	0	0	0	0	0
CDH12P2	0.2	0	0	0	1	0	0.5	0	0	0
CDH13	0.1	0	0	0	0	0	0.1	0	0	0.1
CDH15	2	0.1	0	0.8	0.3	0	0.2	0.6	0.1	0.4
CDH16	0	0	0	0	0.1	0	0	0	0	0.1
CDH17	0.1	0.1	0.3	0	0	0	0.2	0	0	0.1
CDH18	0	0	0	0.2	0.2	0	0.3	0	0	0.2
CDH18-AS1	0	0	0	0	0	0	0	0.1	0	0
CDH2	0	0.1	0	0	29	0	0.4	10	0.1	24
CDH20	0	0	0	0	0	0	0	0	0	2
CDH22	0	0	0	0.2	0.1	0	0.1	0.1	0.5	0.2
CDH23	0	0	0.1	0.1	0.6	0	1	6	0.3	0.1
CDH24	10	5	1	0.5	16	6	39	4	8	23
CDH26	0.2	0	6	0	0.6	0	1	0.7	0.4	9
CDH3	0.5	0.2	0.1	0.8	0.4	0.3	0.5	0.4	0.1	4
CDH4	21	0	0.1	2	45	23	0.2	0.1	0.1	0.2
CDH5	0.8	0	0	0	0	2	0.2	0	74	0.1
CDH6	0	0	0	0	0	0.1	0.1	0	0	0
CDH7	0	0	0	0.1	0.1	0	0.1	0.1	0	0.1
CDH8	0.1	0.1	2	0.2	0.1	0	0.1	0.1	0	0.3
CDH9	0	0	0	0.1	0	0	0	0	0	0
CDHR1	0	0	0	3	2	0	0.1	0.1	0	0.1
CDHR2	0.2	0.8	0.4	0.1	1	0.6	1	0.5	0.7	0.9
CDHR3	3	46	0.1	0.4	0.1	0.4	0.2	0.2	0.1	0.2
CDHR4	0.3	0.6	0.1	0.6	0.9	0.2	1	0.2	0.3	3
CDHR5	0.3	0.7	0.9	0.1	0.5	0.2	1	0.2	0.5	2
CDIN1	8	6	5	5	6	4	8	4	2	3
CDIP1	18	2	2	10	5	24	30	35	84	41
CDIPT	47	34	31	74	59	49	39	74	84	20
CDIPTOSP	0.3	0	0	0.2	5	0.2	0.5	0.2	0.3	0.2
CDK1	140	115	148	91	190	166	53	29	66	115
CDK10	20	7	10	19	50	28	37	47	24	42
CDK11A	7	6	9	9	22	8	14	12	8	17
CDK11B	42	58	57	54	87	56	46	61	58	46
CDK12	51	35	65	42	65	41	54	42	51	44
CDK13	40	34	16	25	45	39	24	48	38	41
CDK14	8	3	18	60	0.3	136	5	5	0	16
CDK15	17	0	0	0	0	0	0	0	0.1	0.1
CDK16	128	53	25	19	54	35	35	49	43	49
CDK17	22	14	15	15	25	24	11	7	29	14
CDK18	0.3	7	0.4	2	9	15	0.9	12	4	0.4
CDK19	28	6	11	7	20	28	19	45	14	18
CDK2	56	123	45	59	135	133	50	66	78	51
CDK20	3	0	0	0	8	0	3	18	0	7
CDK2AP1	83	40	38	64	95	66	14	24	79	57
CDK2AP2	80	59	140	116	130	75	53	56	92	50
CDK2AP2P2	0	0.6	0	0	0	0	0	0.5	2	2
CDK3	0.8	0.7	1	3	3	1	3	2	1	7
CDK4	127	261	225	110	164	176	141	197	182	162
CDK5	26	36	18	31	58	19	14	33	31	16
CDK5P1	0	0	0	0	0	0	0.1	0	0	0.1
CDK5R1	2	2	2	4	16	6	4	10	1	3
CDK5R2	0.1	0	2	1	3	0	0.1	0.2	0	0
CDK5RAP1	33	32	51	37	31	29	36	18	23	31
CDK5RAP2	48	63	34	34	104	55	35	39	32	39
CDK5RAP3	57	35	28	63	221	66	147	73	40	155
CDK6	70	23	76	83	802	271	31	90	128	259
CDK6-AS1	0.5	0	1	1	87	58	0.1	17	3	99
CDK7	81	35	106	95	44	52	30	26	42	47
CDK7P1	0.1	0.3	0	0.2	0.1	0	0	0	0	0
CDK8	26	41	56	27	47	29	27	16	15	16
CDK8P2	0.1	0.4	0	0.3	0.1	0	0.2	0	0	0
CDK9	102	85	43	78	101	305	79	98	184	41
CDKAL1	37	11	37	18	27	21	10	6	26	12
CDKL1	2	3	0.4	0.7	3	1	2	1	0.9	0.9
CDKL2	0	0	0	0.9	0.1	0	0	0	0	0.1
CDKL3	1	1	0.8	2	2	1	2	1	0.6	0.9
CDKL4	0.1	0	0	0.1	0.4	0.2	0.1	0	3	0.1
CDKL5	5	1	0.1	0.6	2	0.3	0.8	1	0.1	0.5
CDKN1A	23	12	335	11	1	242	179	27	277	2
CDKN1B	24	86	28	14	90	124	52	42	54	40
CDKN1C	0.8	0.1	0	0.8	2	0.2	0.2	3	0.7	7
CDKN2A	0	64	5	14	0	0.3	28	0	11	7
CDKN2A-DT	0	0.5	0	0.2	0	0	0.3	0	0.1	0
CDKN2AIP	25	44	20	15	51	24	30	27	36	57
CDKN2AIPNL	85	69	80	181	98	53	52	58	51	54
CDKN2AIPNLP2	0	0	0	0	0.1	0	0	0	0	0
CDKN2B	0.1	0	0.4	0.6	0	0	1	0	0	0
CDKN2B-AS1	0.5	2	0.2	1	1	3	3	0.4	0.5	1
CDKN2C	39	90	24	22	99	96	15	432	59	101
CDKN2D	5	35	19	6	90	36	5	11	19	2
CDKN3	157	60	85	83	90	32	22	39	22	35
CDNF	1	2	0.6	2	1	2	3	1	1	2
CDO1	0	0	0	0	0.2	0.1	0.8	6	0	1
CDON	3	0.9	0.1	0.9	12	6	1	4	0.3	0.4
CDPF1	11	15	13	13	30	14	11	19	14	16
CDPF1P1	3	1	1	3	4	4	6	6	5	5
CDR2	32	26	34	67	50	37	12	16	11	9
CDR2-DT	0.3	0.3	0.1	0.6	0.8	0.1	0.3	0.1	0	0.2
CDR2L	22	0	0.1	5	24	0.3	3	5	1	4
CDRT1	0.3	0	0.3	0.1	0.1	0	0.2	0.1	0	0
CDRT15	4	2	0.8	0.6	3	0.8	3	0.4	2	0.9
CDRT15L2	0.1	0	0.2	0	0.2	0	5	0.2	0.1	0.1
CDRT15P1	5	4	0.3	0.3	7	0.6	8	0.4	4	3
CDRT15P10	0	0	0	0	0.2	0	0.1	0	0	0.1
CDRT15P12	0.6	0	0	0	0.5	0	0.3	1	0	0.6
CDRT15P13	0	0	0	0	0.2	0	0	0	0	0
CDRT15P14	0.8	4	0	1	0.1	0	0	0.8	0	0.1
CDRT15P2	0	0	0	0	0.1	0	2	0	0	0
CDRT15P3	0	0	0	0	0.1	0	0.1	0	0	0.2
CDRT15P6	0	2	0.3	0	0.1	0	0.3	0.2	0	0.5
CDRT15P7	0	0	0	0	0	0	0	0.2	0	0.1
CDRT15P8	0	0.8	0.3	0.6	0.1	0	0	0	0	0.1
CDRT15P9	0	0	0	0	0.1	0	0	0	0	0
CDRT4	0.3	0	0	0.1	0.6	0	1	0.1	0.2	0
CDRT7	0	0	0	0	0	0	0.1	0	0	0
CDRT8	0	0	0	0	0.1	0	0	0	0	0
CDS1	0.2	0	0	0.6	0.2	0	0.5	3	0	0.1
CDS2	16	22	20	20	37	61	22	8	52	20
CDSN	0.1	0	0	0	0	0	0	0	0	0
CDT1	71	73	62	89	138	89	135	99	174	79
CDV3	336	206	278	257	211	248	218	138	209	232
CDX1	0.1	0	0	0	0	0	0.1	0.3	0.1	0.1
CDX2	0.4	0	0	0	0	0	0.2	0.1	0	0
CDY10P	0	0	0	0.1	0	0	0	0	0	0
CDY4P	0	0	0	0.1	0.1	0	0	0	0	0
CDYL	93	38	34	21	21	47	22	18	33	33
CDYL2	0.2	5	10	2	2	0	1	6	0.1	5
CDYLP1	0	0.5	0.4	0	0	0	0	0	0	0.1
CEACAM1	0.2	0.8	0.9	2	0.6	2	0.3	0.2	2	0.6
CEACAM16	0	0	0.1	0	0.1	0	0.1	0	0	0.1
CEACAM16-AS1	0.9	0	1	0.2	0.2	0	0.2	0.4	0.8	0.2
CEACAM18	0	0	0	0	0	0	0.2	0	0	0.1
CEACAM19	3	0	0.3	0.1	1	0.1	1	2	0.6	1
CEACAM20	0	0	0	0	0.1	0	0.2	0	0	0.1
CEACAM21	0	23	0.2	0.1	3	44	3	11	9	6
CEACAM22P	0.7	0.4	0.9	0.7	1	0.4	1	0.3	0.6	0.9
CEACAM3	0	0	0	0	0.1	0.4	0.1	0	0	0.2
CEACAM4	0	0	0	0	0.1	0	17	9	0.7	6
CEACAM5	0	0	0.4	0	0.1	0	0.1	0	0	0
CEACAM6	0	0	0	0	0.1	41	0.1	62	0.1	0
CEACAM8	0.2	0.2	0.1	0.3	0.2	0.2	0.2	0.1	0.1	0.3
CEACAMP10	0.2	0	0	0	0	0	0.1	0	0	0
CEACAMP11	0.4	0	0	0	0	0	0	0	0	0.1
CEACAMP2	0	0	0	0	0.2	0	0	0	0	0
CEACAMP3	0	0	0	0	0.1	1	0	0	0	0.1
CEACAMP5	0.1	0	0	0	0	0	0	0	0.1	0.2
CEACAMP6	0	0	0	0	0	0	0.1	0	0	0
CEBPA	0.5	0	0	3	4	13	148	491	185	9
CEBPA-DT	0.2	0	0	0.1	0.2	0.8	15	28	8	8
CEBPB	27	10	6	13	20	13	55	28	28	10
CEBPB-AS1	0.3	0.8	1	2	2	0.4	1	2	0.3	0.9
CEBPD	21	0.4	0.3	4	0.2	0.1	142	101	0.1	49
CEBPE	0	0.1	0	0	17	0.5	129	16	0	116
CEBPG	41	79	63	41	59	96	105	58	39	41
CEBPZ	113	119	156	82	70	120	94	53	87	81
CEBPZOS	34	46	41	33	18	51	61	29	36	29
CECR2	0	0	0	33	0.7	14	0.6	1	0.1	2
CECR3	0	0	0	0	0.3	0	0.3	0	0	0.3
CECR7	5	0.4	15	28	17	1	9	7	1	11
CEL	1	0.9	0.5	0.2	6	1	2	2	7	14
CELA1	0	0	0	0	0.2	0	0.5	0.4	0	0.3
CELA2A	0.2	0.1	0.2	0	0.2	0.1	0.1	0	0.1	0.4
CELA2B	0	0.2	0.2	0.1	0.5	0	0.2	0.1	0.2	0.6
CELA3A	0	0	0	0	0.4	0	0.3	0	0	0.4
CELA3B	0	0	0	0	0.2	0	0.2	0	0	0.4
CELF1	61	74	74	73	104	66	61	59	51	59
CELF2	0.1	66	0	0.3	105	141	77	67	125	137
CELF2-AS1	0	1	0	0	13	1	3	2	2	5
CELF3	0	0.1	0.3	0.1	0.8	0	0.2	0.1	0	0.1
CELF4	0	0	0	0.1	0.3	0.1	0.2	0	0	0.1
CELF5	0.3	0.1	0	0.1	3	0	0.3	0.1	0.1	0.3
CELF6	0	0	0	0	0	0	0	0	0.1	0
CELP	0.1	0.1	0.1	0.2	0.9	0.2	0.3	0.2	0.9	2
CELSR1	8	1	0	37	7	7	20	19	0	7
CELSR2	1	18	1	7	24	3	5	8	3	3
CELSR3	2	2	29	3	34	4	8	1	1	28
CEMIP	4	0.3	0.4	0.5	1	0.5	0.5	0.2	0.5	2
CEMIP2	135	4	3	1	7	14	0.6	3	47	2
CENATAC	15	3	7	11	29	8	14	13	3	9
CENATAC-DT	12	8	4	6	20	6	6	13	7	8
CEND1	2	0.1	18	10	0.8	0	1	0.2	0.2	2
CENPA	73	36	49	60	78	53	33	40	46	34
CENPB	121	45	18	46	164	99	163	117	153	101
CENPBD1	11	4	7	9	10	10	10	16	10	9
CENPBD1P1	26	9	24	11	25	18	12	23	18	16
CENPC	6	15	11	11	18	27	13	13	17	26
CENPCP1	0.1	0.3	0	0.1	0.1	0.2	0.1	0.2	0.1	0.1
CENPE	38	20	62	54	81	50	23	16	17	29
CENPF	255	72	106	66	204	272	110	68	49	65
CENPH	48	70	73	120	98	139	39	38	40	46
CENPI	81	13	23	9	33	28	12	9	10	14
CENPJ	10	24	18	13	43	33	44	19	29	14
CENPK	36	31	42	42	46	52	25	15	16	19
CENPL	34	21	21	16	20	24	16	17	14	12
CENPM	46	71	29	58	110	67	38	62	68	43
CENPN	75	38	28	55	59	59	18	26	22	41
CENPN-AS1	2	1	0.2	1	3	0.8	0.9	0.5	0.3	2
CENPNP1	0	0.2	0.1	0	0.1	0	0.4	0.1	0.2	0.4
CENPNP2	0	0	0	0	0.1	0.2	0.2	0	0	0.1
CENPO	67	24	23	16	66	41	19	25	38	26
CENPP	4	7	6	6	9	8	4	4	7	6
CENPQ	49	46	30	24	40	57	20	37	26	29
CENPS	9	7	7	9	18	13	6	6	10	12
CENPS-CORT	2	2	1	2	4	2	0.8	0.5	2	2
CENPT	32	23	17	28	61	28	36	41	21	37
CENPU	96	110	31	61	121	69	57	38	70	56
CENPUP1	0	0	0	0	0	0	0.1	0	0	0.1
CENPUP2	0	0.9	0	4	0.4	0.7	0.6	0.2	0	0.5
CENPV	111	19	37	38	164	23	25	45	42	43
CENPVL1	0	0	0	0	0	0	0	0	0	1
CENPVL3	0	0	0	0	0	0	0	0	0	1
CENPW	205	128	161	167	241	140	82	102	40	75
CENPX	136	78	48	72	95	62	59	119	71	98
CEP104	17	16	22	20	51	19	10	14	19	12
CEP112	23	0.2	0.2	0.5	5	3	0.7	0.2	0.2	0.5
CEP120	9	22	20	33	29	25	34	9	16	20
CEP126	5	0.6	0.5	2	2	0.1	0.1	0.2	0	0.1
CEP128	15	13	1	8	28	13	7	8	8	6
CEP131	20	14	12	29	56	18	28	29	42	47
CEP135	19	10	29	16	24	24	8	4	4	24
CEP152	14	14	16	17	41	44	31	12	11	27
CEP162	8	7	9	10	16	13	7	7	4	7
CEP164	25	4	10	12	15	12	11	16	33	9
CEP164P1	0.1	0.5	0.4	0.1	2	0.5	0.7	0.1	0	0.5
CEP170	32	26	16	10	25	74	31	28	39	78
CEP170B	62	0.1	2	2	1	0	6	12	0.9	2
CEP170P1	2	0.4	0.4	0	0.5	0.7	0.5	0.6	0.7	1
CEP19	12	16	3	17	17	13	11	12	13	3
CEP192	54	17	15	13	37	38	27	13	19	28
CEP192-DT	17	7	2	3	10	3	9	3	1	9
CEP19P1	0	0	0	0	0	0	0.2	0	0	0
CEP20	105	68	36	145	95	100	63	86	77	34
CEP250	22	16	14	11	44	16	19	19	19	19
CEP250-AS1	0.5	11	0.4	9	7	9	9	14	11	4
CEP290	9	4	18	24	24	11	9	6	6	12
CEP295	12	5	17	13	30	18	9	9	9	13
CEP295NL	0.4	0	0.1	0	0.2	0	0.2	1	0	0.3
CEP350	31	26	37	27	44	35	56	33	26	28
CEP41	8	8	10	6	12	3	5	5	7	7
CEP43	8	4	3	5	11	4	7	5	0.7	8
CEP44	8	4	6	6	21	10	14	6	7	15
CEP55	308	88	188	107	164	92	34	14	75	29
CEP57	35	47	49	42	57	59	41	23	40	48
CEP57L1	18	2	9	7	26	16	5	8	5	9
CEP57L1P1	0.4	0	0.1	0.7	0.1	0	0	0.1	0	0.1
CEP63	12	13	18	12	31	12	15	13	7	14
CEP68	12	16	18	9	17	40	10	9	18	8
CEP70	31	2	0	14	129	28	3	9	19	14
CEP72	19	15	17	13	54	14	18	15	14	13
CEP76	24	17	13	8	19	13	9	6	10	10
CEP78	19	22	18	13	42	23	7	7	10	11
CEP83	11	9	8	10	22	18	11	6	9	15
CEP83-DT	0.8	0.5	1	0.4	2	0.5	1	1	0.8	1
CEP85	47	37	49	20	119	51	49	47	48	71
CEP85L	4	3	8	2	25	14	3	4	3	8
CEP89	24	6	10	8	12	10	6	6	8	7
CEP95	19	11	14	18	35	18	30	12	13	41
CEP97	11	16	17	14	35	12	8	4	6	8
CEPT1	15	19	9	17	28	20	18	19	15	14
CER1	0.1	0	0	0	0	0	0	0	0	0
CERCAM	16	7	1	4	8	11	9	16	5	33
CERK	66	33	2	46	126	101	53	61	65	43
CERKL	0.2	57	0	0.1	97	62	107	17	61	45
CERNA1	0.5	0.8	0.5	1	0.7	0.4	0.1	0.5	1	0.1
CERNA3	0.7	0.4	0.3	0	0.1	0	0.6	0.5	0.2	0.1
CEROX1	0.2	0	0.1	0.1	2	0.1	0.9	0.1	0.2	0.3
CERS1	2	0	0	0.2	0.6	0	5	2	1	8
CERS2	231	158	67	87	130	130	111	180	174	147
CERS3	0	0	0	0	0.2	0	0	0	0.1	0
CERS3-AS1	0.6	0	0	0	0	0	0	0.3	0	0
CERS4	7	11	34	59	8	5	0.6	11	26	27
CERS5	32	19	9	17	22	15	27	12	23	17
CERS6	35	0	7	3	62	87	44	50	39	67
CERS6-AS1	0	0.1	0	0	0.1	0.1	0.1	0.1	0	0.1
CERT1	22	16	17	26	32	26	26	14	24	21
CES1	0	0	9	0	0.2	0	151	441	0	0.1
CES1P1	0	0	0.1	0	0	0	0	0	0	0
CES1P2	0.2	0	0	0	0	0	0.1	0	0	0.1
CES2	22	11	14	18	26	35	33	77	49	33
CES3	3	0.4	1	14	23	0.6	2	23	18	20
CES4A	2	0.3	0.2	2	0.3	0.3	3	8	0.1	0.3
CES5A	0	0	0.2	0	0	0	0	0	0	0.1
CETN2	101	91	35	47	52	42	34	31	25	36
CETN3	37	31	50	38	37	44	31	24	16	22
CETN4P	2	3	3	1	6	0	0.3	0.4	1	0.1
CETP	0.3	3	1	0.2	0.2	2	0.3	2	0	0.2
CFAP100	0	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1
CFAP157	5	1	3	2	7	2	2	2	2	2
CFAP161	0.2	0	0	0	0.2	0	0.2	0.1	2	0.4
CFAP20	56	75	54	59	123	67	35	62	53	57
CFAP206	0.2	0.1	0	0	0.1	0	0	0.1	0	0
CFAP20DC	3	0.1	0	1	3	0	0	0.1	0.8	0.1
CFAP20DC-AS1	0	0	0	0	0	0	0	0	1	0
CFAP221	0	0.1	0	0.2	0.1	0.1	0.1	0	0	0.1
CFAP251	2	1	0.4	6	2	0.8	0.4	0.2	0.4	0.4
CFAP298	30	23	34	39	49	18	23	24	24	30
CFAP298-TCP10L	1	0.2	0.5	0.3	2	0.2	0.5	0.2	0	0.2
CFAP299	0	0.1	0	7	0	0.1	0	0	0	0.1
CFAP300	0.5	0.3	0.1	0.4	0.5	0.3	0.5	0.1	0.3	0.9
CFAP36	37	15	52	53	33	21	11	8	7	15
CFAP410	6	7	3	3	13	21	13	14	9	16
CFAP43	1	0	0.1	0.1	0.1	0	0	0	0	0
CFAP44	0.8	2	0.8	4	10	4	7	3	2	7
CFAP44-AS1	0	0.6	0	0.2	0.4	0	0.1	0	0.1	0.3
CFAP45	8	1	2	0.4	0.5	0.2	0.7	0.4	1	0.3
CFAP46	0.4	0	0.1	0	0	0	0.1	0	0.3	0.1
CFAP47	0	0	0	0	0.1	0	0	0.2	0	3
CFAP52	1	0	0	0	0	0.2	0.3	0	0	0.2
CFAP53	2	0.2	1	1	6	3	1	0.3	0.4	1
CFAP54	1	0.7	0.8	1	2	0.6	1	0.7	0.4	0.9
CFAP57	7	0	0	0	0.1	0	0	0	0	0.1
CFAP58	1	0.4	2	0.1	0.4	3	0.5	0.1	0.6	0.1
CFAP58-DT	6	0	0.4	2	0.9	0.4	0.2	0	0	0.1
CFAP61	0	0.1	0	0	0.2	0.2	0.1	0	0	0
CFAP61-AS1	0	0	0	0	0	0	0.1	0.2	0	0
CFAP65	0	0	0	0.1	0.1	0	0.1	0	0	0.1
CFAP69	0.8	0	0.1	0.5	0.4	0.1	0.6	0.1	0	0.5
CFAP70	0.2	0.2	1	1	3	0.7	2	0.4	0.5	0.4
CFAP73	0.2	6	0.3	4	2	2	1	0.7	18	1
CFAP74	0.1	0.1	0.1	0.2	0.4	0.1	0.3	0.2	0.1	0.4
CFAP77	0.2	0	0.2	0.1	0.2	0	0.2	0	0.2	0.2
CFAP91	0.1	0	0	0.1	0	0	0	0	0	0
CFAP92	0.3	0.2	0.3	1	2	0.9	1	0.6	0.6	0.8
CFAP94	0.4	0.1	0	0.6	0.8	0.4	0.1	0.2	0.1	0.1
CFAP97	45	55	29	22	65	38	39	13	50	46
CFAP97D1	0.3	0.1	0.1	0.4	0.6	0.3	1	1	0.2	0.6
CFAP97P1	0	0	0	0	0.1	0	0	0	0	0.3
CFAP99	0.2	0.1	0	0.1	0.1	0	0	0	0	0
CFB	0.6	1	0.1	0.4	0.9	0.2	0.2	0.4	0	0.2
CFD	43	0.4	2	15	27	0	928	2541	36	231
CFDP1	42	45	31	133	86	64	24	37	43	38
CFH	0.1	0	0	0	0	0.1	0	0.1	16	0.1
CFHR1	0.2	0.1	0.2	0.3	0.5	0	0.4	0.2	0.1	0.5
CFHR3	0	0	0	0	0	0	0	0	0.1	0
CFHR5	0	0	0	0	0	0	0.1	0	0	0
CFI	0.1	0.2	0	0.3	0.1	0	0.4	0.1	0	0.2
CFL1	995	722	478	375	549	463	442	783	668	435
CFL1P1	0.4	0.3	0.4	0.6	2	0.4	0.7	0.1	0.2	1
CFL1P2	0.2	0	0	0	0.1	0	0.1	0.1	0	0.1
CFL1P4	0	0	0	0	0.1	0	0.6	0	0	0.3
CFL1P5	1	0.9	0.6	0.3	4	0	3	2	3	5
CFL1P6	0.2	0.9	0	0.3	0.3	0	0	0.3	0	0.5
CFL1P8	0.1	0	0	0	0.1	0	0.2	0	0	0.1
CFL2	102	4	3	5	5	4	3	5	6	5
CFLAR	24	4	40	30	10	11	36	14	26	12
CFLAR-AS1	2	0.2	0.5	1	0.8	0.1	2	0.6	0.6	0.7
CFP	1	0.7	2	0.4	1	1	1	40	79	24
CFTR	0	0	0.1	0	0.9	0	0.1	0	0.6	0
CGAS	41	23	29	9	0.5	26	21	33	23	34
CGB2	0.1	0	0	0.2	0.1	0	0.1	0	0	0
CGB3	0.1	0	0	0.2	0.8	0	0.2	0	0	0.1
CGB5	0.2	0	0	0	0	0	0	0	0.1	0.1
CGB7	0.7	0	0.1	0.2	0.5	0	0.1	0	0	0.3
CGB8	0.7	0	0	0	0.1	0	0.3	0	0	0.1
CGGBP1	22	75	85	64	126	132	89	61	87	84
CGN	5	6	54	3	29	2	0.5	0.6	0	0.4
CGNL1	5	0.1	0.1	0.3	0.9	0.4	0.5	3	0.1	0.5
CGREF1	0.5	0.1	0	0.5	0.6	0	19	24	0	43
CGRRF1	16	6	6	8	6	3	3	2	4	4
CH17-340M24.3	10	11	3	19	7	8	48	42	9	14
CH25H	0	0	0	0	0	0.1	0	0	0	0
CHAC1	7	20	40	16	7	35	15	3	11	4
CHAC2	71	92	104	50	67	50	29	15	17	35
CHAD	0.2	1	0.1	0.3	2	1	0.4	1	0.5	10
CHADL	0.1	0.3	0.1	0.2	0.7	0.3	0.3	2	0.3	0.6
CHAF1A	73	124	97	79	168	124	71	100	119	77
CHAF1B	75	28	35	32	61	54	22	32	36	23
CHAMP1	23	82	87	33	68	84	89	88	61	48
CHASERR	10	18	5	18	17	15	14	19	14	13
CHAT	0	0	0	0	1	0	0	0	0	0
CHCHD1	112	70	54	52	73	60	34	31	69	74
CHCHD10	29	16	27	78	20	19	47	44	93	50
CHCHD2	1411	1363	1486	1150	1127	861	596	1006	896	1085
CHCHD2P1	0	0	0	0	0.2	0	0	0	0	0.2
CHCHD2P11	0	0.5	0	0	0	0	0	0	0	0
CHCHD2P2	0.6	3	2	1	0.8	0	1	1	0.6	0.6
CHCHD2P3	0	0	0	0	0.2	0	0.2	0	0	0.2
CHCHD2P4	0	0	0	0	0.2	0	0.4	0	0	0
CHCHD2P6	0.7	0	0.4	1	0.5	0	0.4	2	0	2
CHCHD2P8	0	0	0	0	0.2	0.4	0.5	0	0	0
CHCHD2P9	0.1	0	0	0.4	0.1	0	0	0.1	0	0.3
CHCHD3	112	102	208	170	140	110	66	99	78	69
CHCHD3P3	3	11	5	10	4	4	2	1	2	0.8
CHCHD4	45	71	72	86	65	43	48	43	36	49
CHCHD4P4	0.2	0	0	0	0	0	0.2	0	0	0
CHCHD4P5	0.1	0	0	1	0.1	0	0.4	0	0.4	0
CHCHD5	8	8	7	8	0.6	7	15	12	6	9
CHCHD6	17	8	19	14	46	12	10	6	17	16
CHCHD7	14	63	34	45	29	43	43	36	17	27
CHD1	34	43	29	50	115	54	43	18	35	45
CHD1L	84	126	45	49	161	117	152	215	114	206
CHD2	17	12	17	15	44	23	27	26	16	25
CHD3	104	53	62	61	224	208	104	42	158	60
CHD4	171	341	284	227	336	292	185	164	327	194
CHD5	0.2	0	0.1	0.1	1	0.3	0.1	0.1	0.8	0.5
CHD6	13	12	20	8	31	26	19	13	12	18
CHD7	19	30	9	6	21	49	26	16	29	9
CHD8	61	71	72	56	109	72	40	54	88	53
CHD9	15	15	8	29	19	30	19	9	17	28
CHDH	0.1	0.2	25	41	0.2	0.1	0.4	1	0.1	0.2
CHEK1	69	30	43	44	73	81	19	20	44	25
CHEK2	17	41	10	68	46	41	21	26	24	36
CHEK2P2	0	0	0	0.4	0.4	0	0.3	0.1	0	0.3
CHEK2P5	0	0	0	0	0	0	0.3	0	0	0
CHERP	41	76	56	36	89	55	51	84	91	62
CHFR	9	11	0	6	0.7	0.6	13	15	0.5	0.5
CHGA	0.1	0	0	0.1	0.2	0.2	0.2	0	0.1	0.1
CHGB	0.4	0.2	0	17	1	0	1	0.2	3	0.8
CHI3L1	0	0	0	0.1	0.1	0	30	2855	0.2	0.2
CHI3L2	0	0.1	0.7	66	373	1	9	0.7	0.1	0.1
CHIAP1	0	0	0	0	2	0	0	0	0	0
CHIAP3	0	0	0	0	0.1	0	0.1	0.1	0	0
CHIC1	13	7	2	2	7	5	0	2	4	0
CHIC2	39	29	22	62	38	27	24	39	40	49
CHID1	56	35	23	28	39	32	34	109	38	112
CHIT1	0	0	0	0.8	0	0	0	0.2	0	0
CHKA	28	20	27	27	26	35	20	40	22	29
CHKB	3	3	2	3	12	4	10	11	5	8
CHKB-CPT1B	0.9	0.4	2	2	4	2	6	2	2	3
CHKB-DT	12	5	2	3	12	5	5	6	10	2
CHL1	1	2	0	0	0	0	0	0	0	0
CHL1-AS1	0.1	0	0	0	0	0	0	0	0	0.1
